RT,IBD_1,IBD_2,IBD_3,IBD_4,IBD_5,IBD_6,IBD_7,IBD_8,IBD_9,IBD_10,IBD_11,IBD_12,IBD_13,IBD_14,IBD_15,IBD_16,IBD_17,IBD_18,IBD_19,IBD_20,IBD_21,IBD_22,IBD_23,IBD_24,IBD_25,IBD_26,IBD_27,IBD_28,IBD_29,IBD_30,IBD_31,IBD_32,IBD_33,IBD_34,IBD_35,IBD_36,IBD_37,IBD_38,IBD_39,IBD_40,IBD_41,IBD_42,IBD_43,IBD_44,IBD_45,IBS_1,IBS_2,IBS_3,IBS_4,IBS_5,IBS_6,IBS_7,IBS_8,IBS_9,IBS_10,IBS_11,IBS_12,IBS_13,IBS_14,IBS_15,IBS_16,IBS_17,IBS_18,IBS_19,IBS_20,IBS_21,IBS_22,IBS_23,IBS_24,Normal_1,Normal_2,Normal_3,Normal_4,Normal_5,Normal_6,Normal_7,Normal_8,Normal_9,Normal_10,Normal_11,Normal_12,Normal_13,Normal_14,Normal_15,Normal_16,Normal_17,Normal_18,Normal_19,Normal_20,Normal_21,Normal_22,Normal_23,Normal_24,Normal_25,Normal_26,Normal_27,Normal_28,Normal_29
701.5,7309552,7378456,7554875,7413138,7685416,7638362,7398432,7287007,7267384,7601882,6967819,7411624,7719504,7528635,7404144,7543046,8275509,7705100,7281100,7326107,7748225,7664600,7230879,7224472,7510346,7520642,7543018,7401888,7535440,7417870,7737118,7597723,7413418,7476694,7443110,7347728,7753630,7440865,7467460,7292034,7389216,7404872,7304178,7705934,7754885,7759742,7331212,7542012,7819100,7719382,7637760,7358174,7410286,7353673,7568680,7347018,7219740,7518972,8138830,6978668,7372556,7394187,7513627,7317304,7280311,7094590,7637188,7627970,7150028,7646592,7616898,7501730,7248060,7698574,7966806,7531948,7361892,7586802,7530462,7525365,7727225,8252939,7505926,7331472,7345194,7314292,7636424,7675702,7531447,7804526,7428220,7525840,7184564,7167384,7364849,7311134,7738183,8191272
702,7311008,7377762,7556700,7414500,7685416,7640085,7398432,7289264,7267384,7602469,6967820,7410946,7713616,7527392,7405507,7542428,8266239,7705100,7280330,7324624,7748225,7664041,7231676,7223686,7509697,7521267,7543018,7402574,7536062,7419220,7735534,7595957,7413418,7476042,7441708,7349148,7753630,7440202,7466798,7293512,7389216,7405574,7304178,7704830,7753762,7757683,7331932,7542012,7816662,7718834,7636623,7356764,7410965,7354394,7565040,7347732,7218943,7518346,8131346,6979563,7372556,7393472,7512370,7318760,7280311,7092908,7637762,7628545,7148306,7644900,7617477,7499163,7250335,7698574,7966376,7533815,7363302,7585614,7529842,7524116,7726694,8219362,7504662,7332208,7346644,7316469,7635844,7675702,7529576,7801113,7428220,7525217,7184564,7164090,7364849,7308210,7738182,8186398
702.5,7310280,7377762,7556092,7414500,7682670,7639510,7398432,7289264,7265868,7602469,6967820,7411624,7712003,7525524,7402096,7541810,8260118,7704028,7279560,7323882,7747674,7662922,7232473,7223686,7510346,7521267,7542396,7401888,7537925,7417870,7736590,7595957,7411380,7475389,7442410,7346307,7753096,7440865,7467460,7293512,7389216,7404872,7304178,7704278,7754886,7757168,7330492,7540781,7815197,7718286,7637192,7356764,7411644,7353673,7567468,7348446,7219739,7519598,8127045,6980458,7372556,7394187,7513628,7319487,7282586,7091224,7637762,7627395,7148306,7645464,7616898,7499804,7250335,7699132,7964653,7533192,7362597,7583827,7528601,7524741,7724032,8175783,7503394,7329998,7346644,7315744,7635844,7674544,7531447,7796216,7427549,7525217,7186258,7164090,7364140,7307479,7736626,8174589
703,7310280,7379150,7555484,7414500,7682670,7638935,7399117,7290766,7265868,7601295,6967819,7410944,7708236,7526147,7402779,7539955,8253952,7704028,7279560,7323882,7747123,7662362,7233269,7222900,7509048,7520642,7542396,7401202,7538546,7418545,7735005,7595368,7412738,7475390,7443810,7344886,7753630,7439537,7466798,7293512,7391283,7405574,7303412,7705934,7756008,7758198,7330492,7538934,7811772,7719382,7637759,7356058,7413000,7355114,7567468,7347732,7219740,7518346,8118743,6980458,7371158,7394187,7511740,7318032,7282586,7094589,7637188,7626820,7149167,7646592,7616898,7499806,7248060,7698574,7964222,7533192,7361892,7582636,7527980,7523491,7722432,8146171,7502760,7330735,7347369,7314292,7635844,7674544,7527704,7793267,7428220,7525840,7184564,7164090,7365558,7307479,7734026,8167296
703.5,7311008,7378456,7556092,7413138,7681020,7639512,7399801,7287760,7265868,7601882,6969688,7409586,7703914,7524901,7403462,7539336,8246110,7702418,7279560,7321654,7746020,7661242,7233270,7224472,7510346,7521267,7543018,7403259,7537925,7419220,7735005,7593596,7412060,7474737,7442410,7344885,7752026,7438872,7467460,7294250,7391283,7405574,7304944,7704830,7756008,7756138,7329051,7535849,7811282,7718286,7635486,7355352,7410965,7354394,7567468,7347018,7221332,7518346,8112928,6980458,7371158,7393472,7511740,7318032,7284100,7092908,7637762,7627970,7148306,7645464,7615740,7498520,7249576,7696340,7962496,7532570,7360482,7580248,7527980,7524116,7721366,8096056,7502760,7329998,7347369,7314292,7635844,7674544,7527080,7788331,7429562,7523971,7186258,7164090,7365558,7307479,7733505,8158590
704,7311008,7379844,7556092,7413138,7681020,7639512,7400486,7288512,7267384,7603056,6970621,7410266,7699580,7525524,7402096,7539336,8242823,7702418,7280330,7320910,7745468,7661802,7232473,7222900,7509047,7521892,7541774,7402574,7538546,7418545,7734476,7593596,7412740,7474737,7442410,7343462,7752026,7438872,7468122,7294250,7389216,7404872,7304178,7705934,7754886,7757168,7330492,7533376,7809318,7718286,7636055,7356058,7410286,7355114,7567468,7347018,7221332,7518972,8105238,6980458,7371158,7393472,7511740,7318760,7284857,7092066,7637762,7628545,7150028,7644900,7615740,7498520,7249578,7697458,7962496,7533192,7361187,7579650,7527358,7523491,7718692,8072577,7501492,7329998,7348818,7315744,7635844,7673964,7527704,7785358,7429562,7524594,7185411,7164090,7367679,7306748,7732984,8150480
704.5,7310280,7379150,7556700,7415180,7681020,7638937,7401169,7289264,7267384,7601295,6971554,7409586,7697406,7524901,7401413,7537478,8234886,7701880,7281099,7320166,7744916,7661242,7233270,7222114,7509048,7521267,7543018,7403259,7539786,7417870,7734476,7592415,7412060,7474084,7441708,7340610,7750956,7438872,7466798,7294250,7389905,7404872,7304944,7703726,7754886,7755622,7328331,7531518,7808336,7717192,7637760,7355352,7409607,7355114,7565647,7346304,7221332,7518346,8101185,6980458,7369760,7393472,7509850,7319487,7284100,7094589,7638908,7627970,7148306,7645464,7615160,7498520,7251092,7697458,7961200,7533192,7361186,7576060,7526736,7522865,7717085,8037652,7499588,7329998,7349542,7315018,7635844,7673964,7525828,7781384,7429562,7525840,7185411,7163265,7368386,7308210,7731418,8144342
705,7311736,7379844,7556700,7415860,7679368,7639512,7401853,7287760,7267384,7601882,6969688,7410266,7691955,7523030,7402779,7537478,8229896,7700266,7280330,7320166,7744364,7660120,7232473,7222114,7508398,7521892,7543018,7403944,7539786,7417870,7734476,7591824,7411380,7474084,7441006,7340610,7750956,7436876,7466798,7293512,7389905,7403468,7303412,7705382,7756569,7755105,7326165,7528416,7806368,7717739,7637192,7356764,7410286,7354393,7565647,7345590,7221332,7517720,8092658,6979563,7369760,7394902,7509850,7318760,7284100,7092908,7638908,7629120,7148306,7646028,7614580,7497877,7250335,7696340,7960335,7533815,7359070,7576060,7524869,7521614,7716550,8001013,7499588,7328522,7348818,7314292,7634684,7673384,7526454,7777892,7430232,7525217,7187952,7162440,7366972,7307479,7729329,8134370
705.5,7311008,7380538,7557916,7416539,7677712,7638937,7402536,7289264,7267384,7601882,6974347,7408906,7689768,7524278,7401413,7536237,8223867,7699727,7281100,7319422,7744364,7661242,7233270,7222900,7509048,7523139,7541151,7403944,7541024,7418545,7733418,7591232,7411380,7474084,7442410,7340610,7750956,7437541,7468122,7293512,7389216,7401356,7303411,7704830,7756569,7754589,7326888,7527172,7805382,7717739,7636055,7356764,7410286,7352230,7567468,7347018,7221332,7515840,8089675,6980458,7370460,7393472,7511110,7320214,7285614,7093749,7638909,7629120,7149167,7646028,7615160,7497233,7252606,7696340,7958603,7535059,7360482,7574862,7524246,7520362,7714940,7973798,7499588,7329998,7348818,7315018,7635264,7673384,7525203,7775893,7430232,7524594,7187952,7163265,7367679,7307479,7728806,8129859
706,7311008,7380538,7557308,7417896,7676608,7638362,7403218,7290765,7268142,7601295,6971554,7410266,7685931,7523030,7402779,7535616,8217127,7699727,7281869,7317930,7743258,7659559,7232473,7221327,7509048,7523763,7541774,7403944,7542260,7418545,7732358,7591232,7411380,7474084,7441006,7339181,7750956,7436876,7467460,7293512,7389905,7403468,7301878,7703726,7754886,7754589,7327610,7525928,7803409,7717739,7635486,7354645,7409607,7352230,7565040,7344160,7221332,7518346,8084806,6982244,7369760,7393472,7508590,7319487,7285614,7092908,7638908,7629120,7151746,7645464,7614580,7497877,7251849,7696340,7958170,7534438,7360482,7573060,7524869,7520362,7713866,7945857,7498952,7329260,7349542,7314292,7635264,7671643,7525828,7770372,7430902,7524594,7187950,7162440,7367679,7307479,7727760,8121828
706.5,7312462,7379150,7556700,7416539,7676056,7637787,7403900,7290765,7268142,7600119,6974347,7410266,7682633,7521782,7402096,7536237,8213740,7698649,7279560,7317930,7743258,7657873,7231676,7221328,7508398,7523140,7541774,7403259,7542878,7419219,7732358,7590048,7411380,7474084,7441006,7338466,7749886,7436876,7468122,7293512,7390594,7402764,7303412,7703726,7754886,7753038,7326888,7524682,7802422,7718286,7635486,7355352,7409607,7352230,7565647,7347018,7221332,7518346,8078779,6982244,7370460,7393472,7509220,7320214,7286369,7095430,7639482,7629120,7151746,7644900,7613999,7497234,7251092,7695222,7957736,7535681,7360482,7571258,7522998,7520362,7712254,7922770,7497044,7329260,7350266,7314292,7635264,7671643,7523951,7768862,7430902,7524594,7189642,7163265,7366265,7309672,7725662,8114434
707,7310280,7380538,7557308,7417217,7676056,7638362,7404582,7291516,7265868,7600119,6975278,7408906,7681531,7521781,7401413,7534374,8207612,7698110,7279560,7315691,7742705,7657311,7231676,7221327,7507748,7523763,7540528,7405312,7544730,7419220,7732358,7589456,7411380,7472124,7441006,7337752,7749886,7436210,7468784,7294988,7387838,7400651,7304944,7704278,7753762,7752520,7326166,7522188,7800937,7717739,7636055,7353938,7409607,7353673,7566254,7344875,7221332,7517720,8072716,6980458,7369060,7393472,7507328,7320214,7288634,7092908,7640628,7629119,7150028,7644336,7614579,7495301,7251092,7693542,7956434,7534438,7359070,7570656,7521750,7519735,7711716,7898251,7494494,7328522,7350990,7315744,7634684,7672223,7523951,7765328,7430902,7525217,7189642,7163265,7366972,7308210,7725662,8108752
707.5,7310280,7382616,7557308,7417218,7673842,7637212,7403900,7292266,7268900,7598354,6977135,7409586,7677115,7520532,7401413,7534374,8202820,7697570,7279560,7315691,7743258,7658998,7230082,7221328,7507748,7524386,7541774,7406680,7542260,7418545,7731298,7589456,7411380,7472124,7439604,7337752,7748814,7436210,7468122,7294250,7389216,7399947,7304178,7703726,7753762,7752003,7325443,7518438,7798460,7717739,7635486,7352524,7408928,7353673,7565647,7344160,7221332,7515840,8066996,6980458,7369760,7392756,7507328,7320214,7287879,7092908,7639482,7627970,7150887,7643772,7613418,7493368,7251092,7693542,7955566,7535681,7359776,7571258,7521126,7519735,7709560,7884142,7495769,7328522,7350989,7315018,7634684,7672224,7523324,7763304,7430902,7525840,7189642,7162440,7367679,7306748,7723562,8103040
708,7310280,7382616,7556700,7417217,7673288,7637212,7404582,7291516,7269656,7597174,6975278,7408226,7675456,7520532,7400046,7533752,8199380,7697029,7278790,7314944,7741044,7657311,7232473,7220541,7509697,7525009,7540528,7405312,7543496,7418545,7731828,7588269,7411380,7474084,7440305,7335604,7748814,7436876,7468122,7294250,7389216,7402060,7302645,7704278,7753200,7751486,7326888,7517185,7798460,7717739,7634917,7353231,7409607,7352952,7565647,7343443,7222922,7517720,8063933,6981351,7371158,7392756,7506696,7320214,7288634,7092907,7639482,7628545,7150887,7642642,7612837,7494658,7251092,7692421,7954696,7536924,7359070,7569451,7520502,7519107,7708482,7857391,7494494,7328522,7350266,7313565,7634684,7671643,7521444,7761275,7430902,7525840,7189642,7161614,7366265,7308210,7723036,8096567
708.5,7311008,7383308,7558524,7418574,7671625,7637212,7404582,7293766,7267384,7600119,6977136,7408226,7672130,7521782,7400046,7533130,8193163,7695948,7278790,7314196,7741598,7657311,7233270,7219754,7509048,7525009,7541151,7406680,7543496,7416518,7730767,7588270,7411380,7472778,7439604,7334171,7748278,7436210,7467460,7294988,7387836,7400652,7302645,7703174,7753762,7751486,7327610,7515932,7795480,7717192,7634917,7352523,7409607,7352230,7566254,7342013,7221332,7517093,8058164,6981351,7369760,7392756,7506064,7318760,7288632,7094590,7640056,7630268,7150028,7643207,7612837,7492723,7251092,7691299,7952955,7535680,7359070,7568848,7518626,7517852,7706321,7846700,7494494,7328522,7349542,7314292,7634684,7671062,7520816,7757717,7431572,7525840,7189642,7160788,7365558,7307479,7722510,8089684
709,7311736,7382616,7557916,7417896,7670516,7636062,7405263,7293766,7266626,7599531,6978064,7407545,7669908,7520532,7399362,7531884,8188994,7695948,7280330,7313448,7742152,7657311,7231676,7219754,7507748,7526876,7540528,7408046,7543496,7418545,7729705,7587676,7410700,7473431,7441708,7332736,7747205,7436210,7469444,7294988,7389216,7401356,7301878,7702622,7753762,7749932,7324720,7514676,7795977,7716096,7634348,7352524,7408928,7352952,7565647,7342013,7223717,7515840,8055070,6980458,7369060,7392040,7505431,7319487,7290893,7092908,7640628,7630267,7150887,7643772,7612256,7494658,7251092,7691860,7951647,7536302,7359776,7565832,7518000,7518480,7705781,7826050,7493856,7328522,7351713,7314292,7634684,7670481,7521444,7755168,7432242,7524594,7191332,7161614,7366972,7308210,7721458,8086040
709.5,7312462,7383308,7556700,7418574,7670516,7636637,7405945,7293766,7268142,7600119,6979919,7407545,7667680,7520532,7399362,7531884,8184807,7695948,7281100,7312699,7741044,7656185,7232473,7219752,7507748,7526876,7541151,7405996,7543496,7417870,7731298,7587082,7410020,7473431,7438901,7333454,7746131,7436210,7469444,7293512,7389216,7399947,7304944,7702622,7752638,7748894,7325443,7511533,7792494,7716644,7633210,7352524,7409607,7351508,7565040,7344160,7223717,7514586,8051580,6982244,7369760,7392040,7504798,7318760,7290140,7094590,7640628,7630267,7153462,7643772,7611674,7492077,7252606,7691860,7952082,7535680,7359070,7565228,7518000,7517852,7705781,7816085,7491940,7327046,7350990,7314292,7634102,7669900,7518931,7752613,7432242,7525216,7191332,7162439,7366972,7306015,7720404,8080180
710,7312462,7381231,7557916,7418574,7668292,7636062,7406626,7293766,7268900,7599530,6979919,7407545,7664892,7519280,7399362,7531261,8178847,7695948,7279560,7312699,7739936,7655622,7233270,7221328,7507748,7526254,7541151,7405996,7544730,7419220,7729705,7586489,7410020,7473431,7438901,7332018,7746668,7435544,7468784,7295726,7388527,7399242,7304178,7702622,7754324,7749413,7323274,7511533,7792494,7716096,7632068,7352524,7410286,7352230,7565040,7341296,7222922,7515840,8045347,6982244,7369760,7392040,7503532,7319487,7291646,7095430,7641200,7630267,7151746,7643207,7611674,7493368,7251849,7690738,7952519,7535059,7359070,7564623,7518000,7517852,7704157,7797449,7491301,7327784,7351713,7315743,7635844,7669900,7518931,7750564,7432242,7524594,7192175,7160788,7365558,7306015,7719348,8075392
710.5,7312462,7382616,7558524,7417218,7667180,7636637,7406626,7293016,7268142,7599530,6979919,7406864,7663775,7518028,7400730,7530014,8176382,7694866,7278020,7312699,7739936,7655059,7230082,7222114,7506448,7526876,7541774,7406679,7544113,7418545,7728643,7587083,7408660,7472124,7439604,7331299,7746668,7434211,7468784,7294250,7389216,7399947,7304944,7703174,7753762,7748375,7323274,7509644,7790997,7717192,7633210,7351816,7408928,7352952,7564432,7341296,7222922,7515840,8041824,6982244,7369760,7392040,7502898,7320940,7292398,7093749,7642344,7629694,7151746,7641510,7611092,7491432,7251849,7689616,7951210,7536924,7359070,7564018,7516746,7515338,7701988,7789291,7491940,7328522,7350990,7313565,7634684,7669319,7517673,7746969,7432911,7524594,7191332,7160788,7365558,7303816,7718820,8069461
711,7312464,7383308,7558524,7419252,7664950,7634910,7408665,7294516,7267384,7598352,6982698,7406864,7660976,7518028,7399362,7530014,8170724,7694325,7279560,7309699,7739382,7653931,7230879,7221328,7505144,7526254,7541151,7407363,7544730,7416518,7728111,7587082,7409340,7471470,7441006,7329142,7745056,7436210,7469444,7296464,7389216,7400652,7304178,7702622,7754324,7747336,7323274,7505858,7790997,7716096,7633210,7351108,7408928,7353673,7566254,7342013,7221332,7514586,8036711,6984027,7368360,7392040,7502898,7318759,7292398,7092908,7642344,7629694,7153462,7642641,7610510,7490786,7253362,7689616,7949901,7536302,7358364,7561596,7515492,7516595,7700902,7775942,7491940,7327784,7352435,7313565,7634102,7669900,7518302,7744910,7432242,7524594,7191332,7160788,7366972,7304549,7718292,8064990
711.5,7311736,7384692,7558524,7418574,7664392,7634334,7407986,7295264,7268898,7598354,6981772,7404820,7659856,7518027,7399362,7529390,8165391,7694325,7279560,7310449,7739382,7654496,7230082,7219754,7506446,7526876,7539905,7408046,7544113,7417870,7727048,7585896,7409340,7471470,7438901,7329861,7745056,7434878,7468784,7295726,7387838,7399947,7305709,7703726,7753762,7746816,7323997,7504592,7789498,7716096,7632068,7350399,7408928,7352952,7565039,7342013,7223717,7513958,8034342,6982244,7369060,7393471,7502264,7318760,7292398,7093749,7642344,7630841,7151746,7642642,7609928,7491432,7252606,7689615,7949027,7536924,7356950,7561596,7516746,7514078,7699816,7762430,7490022,7327784,7353880,7313565,7634102,7669900,7516414,7743880,7432242,7524594,7191332,7160787,7366972,7304549,7717763,8060118
712,7312464,7384000,7558524,7419252,7663834,7633758,7407986,7293766,7268142,7597174,6981772,7404138,7657049,7518028,7398677,7529390,8162892,7693783,7279560,7309699,7739382,7653366,7230879,7219754,7505796,7527498,7539905,7409412,7545347,7416518,7727048,7585301,7410020,7470162,7438901,7329861,7744518,7435544,7470104,7293512,7387838,7399242,7304178,7702069,7753200,7746296,7322550,7502692,7787998,7713902,7632068,7351108,7408247,7352951,7565040,7341296,7224512,7513330,8029192,6983136,7368360,7392040,7501630,7318760,7291646,7092908,7641772,7630268,7150887,7642642,7608764,7490140,7252606,7688492,7947714,7536302,7356950,7560990,7514864,7515337,7699273,7751933,7490022,7327046,7355324,7313565,7634684,7668738,7515784,7740262,7432242,7525840,7193018,7160788,7367679,7303816,7717234,8054089
712.5,7312464,7384692,7559132,7418574,7662717,7634910,7409344,7295266,7268900,7597764,6982697,7406864,7655362,7517401,7397992,7526890,8158953,7692700,7278790,7307446,7738828,7652236,7231676,7219754,7505796,7528119,7540528,7408729,7544730,7416518,7726515,7584706,7408660,7472124,7438198,7327701,7745594,7434211,7468784,7294250,7387838,7400652,7303412,7702069,7752638,7746816,7321826,7501424,7786495,7713902,7630926,7350399,7407566,7354394,7563824,7341296,7224510,7513330,8026406,6983136,7369060,7392040,7502264,7318760,7294654,7094590,7642344,7630268,7153462,7642076,7609346,7489494,7251092,7687930,7947714,7535680,7357658,7559170,7512980,7514708,7697097,7741372,7488100,7327784,7353880,7315743,7634684,7668156,7515784,7739226,7432911,7525217,7193860,7159134,7365558,7303082,7717234,8051438
713,7312464,7384692,7559738,7417896,7659920,7634334,7408665,7296014,7269656,7597764,6983623,7404820,7653109,7517401,7398677,7530014,8155720,7692700,7279560,7307446,7738828,7652801,7230082,7219754,7505144,7528741,7541774,7408046,7545347,7419220,7725982,7584706,7407978,7470162,7439604,7328422,7744518,7433544,7468784,7294988,7387838,7399947,7304178,7703174,7752638,7745255,7321826,7500155,7785492,7714450,7629784,7350399,7409607,7352952,7562606,7339862,7225305,7513329,8021216,6984028,7367659,7390606,7501630,7318032,7293150,7092908,7642916,7630268,7155176,7641510,7609928,7488847,7251849,7686242,7946838,7535680,7358364,7557348,7513608,7514078,7696552,7730706,7489382,7327046,7353880,7314292,7634684,7668156,7513262,7736113,7433580,7527084,7193860,7159961,7366972,7302348,7715118,8045351
713.5,7313190,7385383,7558524,7419930,7659920,7634334,7410023,7295266,7267384,7598354,6984548,7402772,7650287,7517401,7397992,7528140,8151750,7691071,7278790,7307446,7739382,7652801,7231676,7219754,7505796,7529362,7540528,7408729,7544730,7417194,7725982,7584111,7407978,7470162,7440305,7326260,7744518,7432876,7468784,7294988,7387147,7398536,7303412,7703174,7753200,7744734,7321101,7498250,7784488,7714998,7630928,7348981,7406886,7354394,7562606,7339862,7226098,7513330,8017603,6982243,7367659,7390606,7499725,7318759,7293150,7092908,7641772,7630841,7153462,7642642,7609928,7488200,7253362,7686242,7945084,7536302,7356950,7556740,7512980,7514078,7694916,7723717,7488100,7327784,7354602,7314292,7633520,7668156,7513262,7734554,7433580,7525840,7194702,7159134,7366972,7302348,7716176,8040760
